#Title MatMul GFLOP on 2017 MacBook Pro
#Labels N GFLOP
10 0.000322
20 0.001220
50 0.017605
80 0.087011
100 0.146892
200 1.774347
400 12.147209
500 22.639186
600 32.205159
800 69.487799
1000 132.439806
1200 217.006367
1400 331.089071
1600 501.579682
1800 616.855644
2000 746.414876
2200 844.389110
2400 951.705621
2600 1030.354903
2800 1286.172126
3000 1033.417665
4096 1343.491908

